0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.816221824357217240e+00
0.000000000000000000e+00,2.000000000000000000e+00,2.557041337853245722e+00
0.000000000000000000e+00,3.000000000000000000e+00,3.908815514377783629e+00
0.000000000000000000e+00,4.000000000000000000e+00,4.915900299265471673e+00
0.000000000000000000e+00,5.000000000000000000e+00,7.888400155958768423e+00
0.000000000000000000e+00,6.000000000000000000e+00,7.831124638896897139e+00
0.000000000000000000e+00,7.000000000000000000e+00,8.202107560454452440e+00
0.000000000000000000e+00,8.000000000000000000e+00,8.495004462985352944e+00
0.000000000000000000e+00,9.000000000000000000e+00,8.184257525344046158e+00
0.000000000000000000e+00,1.000000000000000000e+01,8.885937828590130039e+00
0.000000000000000000e+00,1.100000000000000000e+01,8.296940443558474598e+00
0.000000000000000000e+00,1.200000000000000000e+01,7.758507870812935359e+00
0.000000000000000000e+00,1.300000000000000000e+01,7.566810043268913155e+00
0.000000000000000000e+00,1.400000000000000000e+01,1.948798695861196251e+01
0.000000000000000000e+00,1.500000000000000000e+01,2.066390061109982312e+01
0.000000000000000000e+00,1.600000000000000000e+01,2.099310927887457723e+01
0.000000000000000000e+00,1.700000000000000000e+01,1.936506504304797005e+01
0.000000000000000000e+00,1.800000000000000000e+01,1.851744011729319439e+01
0.000000000000000000e+00,1.900000000000000000e+01,1.803785446299836082e+01
0.000000000000000000e+00,2.000000000000000000e+01,1.752009818364042815e+01
0.000000000000000000e+00,2.100000000000000000e+01,1.652047517763392648e+01
0.000000000000000000e+00,2.200000000000000000e+01,2.744491405183758204e+01
0.000000000000000000e+00,2.300000000000000000e+01,2.611607331406563404e+01
0.000000000000000000e+00,2.400000000000000000e+01,2.461939760478564310e+01
0.000000000000000000e+00,2.500000000000000000e+01,2.271186897196656318e+01
0.000000000000000000e+00,2.600000000000000000e+01,2.054335072931518269e+01
0.000000000000000000e+00,2.700000000000000000e+01,1.859310810324608099e+01
0.000000000000000000e+00,2.800000000000000000e+01,2.817385139618637169e+01
0.000000000000000000e+00,2.900000000000000000e+01,2.730958713786082726e+01
0.000000000000000000e+00,3.000000000000000000e+01,2.562998381733925868e+01
0.000000000000000000e+00,3.100000000000000000e+01,2.392635700968891399e+01
0.000000000000000000e+00,3.200000000000000000e+01,2.308076929391312504e+01
0.000000000000000000e+00,3.300000000000000000e+01,2.171203578163469672e+01
0.000000000000000000e+00,3.400000000000000000e+01,2.061238048001032652e+01
0.000000000000000000e+00,3.500000000000000000e+01,1.967960358188527081e+01
0.000000000000000000e+00,3.600000000000000000e+01,1.881934305949484809e+01
0.000000000000000000e+00,3.700000000000000000e+01,1.746843175493845735e+01
0.000000000000000000e+00,3.800000000000000000e+01,1.696514621705888715e+01
0.000000000000000000e+00,3.900000000000000000e+01,1.626378642161506605e+01
0.000000000000000000e+00,4.000000000000000000e+01,1.573992024005919710e+01
0.000000000000000000e+00,4.100000000000000000e+01,1.491382098112200261e+01
0.000000000000000000e+00,4.200000000000000000e+01,1.363285762947286628e+01
0.000000000000000000e+00,4.300000000000000000e+01,1.003763512291397753e+01
0.000000000000000000e+00,4.400000000000000000e+01,8.169026377750036261e+00
0.000000000000000000e+00,4.500000000000000000e+01,7.919438643331271344e+00
0.000000000000000000e+00,4.600000000000000000e+01,7.584197477865204817e+00
0.000000000000000000e+00,4.700000000000000000e+01,6.551436987005783585e+00
0.000000000000000000e+00,4.800000000000000000e+01,5.261363287381709775e+00
0.000000000000000000e+00,4.900000000000000000e+01,4.294347538973156908e+00
0.000000000000000000e+00,5.000000000000000000e+01,3.417403234784770927e+00
0.000000000000000000e+00,5.100000000000000000e+01,3.190313067402830605e+00
0.000000000000000000e+00,5.200000000000000000e+01,3.345947108231233535e+00
0.000000000000000000e+00,5.300000000000000000e+01,3.747013074535992860e+00
